,magnitude_of_delay,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,incidents,National,Regional,day_of_month,week_day,month,hour,day_of_year,season,is_holiday,is_weekend
280,0,0,0,16.0,1016.0,67.0,2.0,0,1,5,0,23,3,9,7,266,3,0,1
281,0,0,2,16.0,1022.0,49.0,0.0,0,3,5,0,6,6,6,9,157,1,0,1
282,0,0,0,17.0,1020.0,89.0,0.0,0,0,5,0,10,4,9,23,253,2,0,1
283,0,0,0,16.0,1021.0,83.0,0.0,0,3,5,0,9,2,6,3,160,1,0,1
284,0,0,0,14.0,1021.0,93.0,1.0,0,0,5,0,21,3,10,6,294,3,0,1
285,0,144,2,25.0,1014.0,44.0,3.0,0,1,5,0,23,3,9,15,266,3,0,1
286,2,241,2,10.0,1028.0,93.0,1.0,0,1,3,0,6,0,12,12,340,3,0,1
287,0,0,2,12.0,1013.0,85.0,0.0,0,3,5,0,10,0,5,20,130,0,0,1
288,0,0,2,26.0,1018.0,44.0,2.0,0,3,5,0,10,3,6,12,161,1,1,1
289,0,0,0,11.0,1020.0,74.0,2.0,0,0,5,0,16,1,11,4,320,2,0,1
290,0,0,0,17.0,1014.0,64.0,1.0,0,0,5,0,11,6,7,5,192,1,0,1
291,0,0,0,7.0,1021.0,93.0,2.0,0,0,0,0,22,0,3,4,81,1,0,1
292,2,2614,2,13.0,1021.0,64.0,2.0,0,3,8,0,15,0,11,10,319,2,0,1
293,0,0,0,6.0,1016.0,78.0,1.0,0,0,5,0,24,2,11,5,328,3,0,1
294,0,2447,2,13.0,1008.0,89.0,1.0,0,4,13,0,26,0,4,9,116,1,0,1
295,0,0,0,10.0,1024.0,92.0,1.0,0,0,0,0,11,3,3,6,70,0,0,1
296,2,1002,2,19.0,1017.0,65.0,0.0,0,3,12,0,9,1,11,16,313,2,0,1
297,0,0,0,11.0,1015.0,92.0,1.0,0,0,5,0,2,1,11,2,306,2,0,1
298,0,0,0,9.0,1015.0,86.0,1.0,0,3,5,0,10,0,5,22,130,0,0,1
299,2,10304,2,26.0,1020.0,45.0,3.0,0,4,28,3,9,2,6,18,160,1,0,1
300,0,3072,2,26.0,1009.0,33.0,0.0,0,4,13,0,31,2,3,18,90,1,0,1
301,0,1134,0,8.0,1024.0,93.0,1.0,0,3,8,0,29,0,11,22,333,3,0,1
302,2,1632,2,13.0,1015.0,93.0,1.0,1,4,9,0,7,1,12,13,341,3,0,1
303,2,5690,2,13.0,1006.0,91.0,2.0,1,4,16,3,29,4,10,16,302,3,0,1
304,0,1002,0,13.0,1016.0,54.0,5.0,0,3,5,0,19,4,3,20,78,0,0,1
305,0,0,0,11.0,1021.0,72.0,2.0,0,0,5,0,23,5,10,4,296,3,0,1
306,0,0,0,20.0,1020.0,60.0,2.0,0,2,5,0,24,3,6,22,175,1,0,1
307,0,0,0,9.0,1013.0,91.0,0.0,1,0,0,0,23,5,1,7,23,3,0,1
308,0,208,2,18.0,1019.0,53.0,1.0,0,1,5,0,14,6,11,15,318,2,0,1
309,0,2268,0,15.0,1008.0,91.0,1.0,1,2,5,0,31,6,10,0,304,3,0,1
310,0,0,2,14.0,1010.0,92.0,3.0,0,2,5,0,20,6,6,8,171,1,0,1
311,0,0,0,8.0,1028.0,83.0,1.0,0,0,5,0,5,4,11,23,309,2,0,1
312,0,0,0,14.0,1023.0,72.0,0.0,0,3,5,0,4,4,6,21,155,1,0,1
313,0,193,2,22.0,1022.0,66.0,1.0,0,1,5,0,19,1,10,10,292,2,0,1
314,0,0,0,17.0,1018.0,90.0,0.0,0,0,5,0,21,2,7,3,202,1,0,1
315,0,0,0,12.0,1016.0,60.0,1.0,0,3,5,0,17,5,4,2,107,0,0,1
316,0,0,0,13.0,1021.0,79.0,1.0,0,0,5,0,19,6,9,6,262,2,0,1
317,0,0,0,18.0,1022.0,82.0,1.0,0,0,5,0,20,2,10,0,293,2,0,1
318,0,0,0,7.0,1022.0,70.0,0.0,0,0,0,0,10,2,3,0,69,0,0,1
319,0,438,2,16.0,1015.0,69.0,2.0,0,4,7,0,9,4,4,12,99,0,0,1
320,0,38,2,20.0,1022.0,60.0,4.0,0,1,6,0,7,2,7,13,188,1,0,1
321,0,0,2,20.0,1018.0,52.0,4.0,0,0,5,0,4,6,7,15,185,1,0,1
322,0,0,0,18.0,1017.0,55.0,2.0,0,1,5,0,22,2,9,23,265,3,0,1
323,0,0,2,12.0,1027.0,57.0,0.0,0,0,0,0,18,0,1,11,18,3,0,1
324,2,1009,0,9.0,1026.0,67.0,2.0,0,1,5,0,18,5,12,22,352,3,0,1
325,0,0,1,8.0,1017.0,82.0,1.0,0,0,0,0,7,6,3,7,66,0,0,1
326,0,0,0,13.0,1019.0,69.0,0.0,1,3,5,0,13,1,4,4,103,0,0,1
327,0,0,0,12.0,1007.0,82.0,0.0,0,3,5,0,28,2,4,23,118,1,0,1
328,0,340,2,12.0,1015.0,84.0,1.0,0,1,7,0,20,0,12,13,354,3,0,1
329,1,2671,2,15.0,1015.0,84.0,0.0,0,3,6,2,27,0,12,15,361,3,0,1
330,0,0,0,13.0,1024.0,92.0,0.0,0,0,5,0,29,2,12,20,363,3,0,1
331,0,0,2,25.0,1020.0,44.0,0.0,0,2,5,0,24,3,6,12,175,1,0,1
332,0,79,1,23.0,1010.0,65.0,0.0,0,1,7,0,12,6,9,19,255,2,0,1
333,0,0,2,16.0,1016.0,68.0,0.0,0,0,5,0,26,5,6,6,177,1,0,1
334,2,895,1,14.0,1015.0,52.0,1.0,0,2,3,0,8,0,3,18,67,0,0,1
335,0,0,0,16.0,1021.0,69.0,2.0,0,0,5,0,7,3,10,6,280,2,0,1
336,0,0,0,16.0,1007.0,93.0,0.5,0,3,11,0,31,6,10,1,304,3,0,1
337,0,0,0,7.0,1014.0,90.0,1.0,0,0,0,0,8,0,3,3,67,0,0,1
338,2,2571,2,25.0,1011.0,91.0,1.0,0,3,9,0,13,0,9,17,256,2,0,1
339,0,0,2,13.0,1024.0,77.0,2.0,0,0,0,0,2,1,3,14,61,0,0,1
340,0,0,2,11.0,1011.0,91.0,1.0,2,3,5,0,10,5,4,8,100,0,0,1
341,0,0,0,14.0,1022.0,89.0,0.0,0,0,5,0,1,4,10,5,274,2,0,1
342,0,0,0,10.0,1021.0,74.0,2.0,0,0,5,0,17,2,11,1,321,2,0,1
343,0,0,0,1.0,1023.0,91.0,0.0,0,0,2,0,28,6,11,6,332,3,0,1
344,0,0,2,19.0,1016.0,77.0,2.0,0,2,5,0,3,5,4,13,93,0,0,1
345,0,421,2,14.583,1016.0,31.0,1.0,0,1,7,0,15,3,7,17,196,1,0,1
346,0,0,0,16.0,1018.0,93.0,0.0,0,0,5,0,17,4,9,5,260,2,0,1
347,0,0,0,14.0,1006.0,86.0,0.0,0,3,5,0,26,0,4,23,116,1,0,1
348,2,672,0,14.0,1015.0,85.0,2.0,0,0,3,0,22,2,12,20,356,3,0,1
349,0,52,2,19.0,1018.0,70.0,1.0,0,3,6,0,1,3,7,10,182,1,0,1
350,0,0,0,8.0,1015.0,92.0,0.0,0,0,0,0,24,6,1,6,24,3,0,1
351,0,0,0,12.0,1016.0,92.0,1.0,0,2,5,0,3,5,4,5,93,0,0,1
352,0,0,0,10.0,1020.0,100.0,1.0,0,3,5,0,4,1,5,1,124,0,0,1
353,0,235,2,16.0,1016.0,93.0,0.0,0,1,6,0,19,0,7,7,200,1,0,1
354,0,0,0,10.0,1021.0,83.0,1.0,0,0,0,0,2,1,3,5,61,0,0,1
355,0,0,2,15.0,1016.0,92.0,1.0,0,0,5,0,24,5,7,7,205,1,0,1
356,0,0,0,18.0,1019.0,87.0,0.0,0,0,5,0,16,3,9,23,259,2,0,1
357,0,0,0,14.0,1010.0,90.0,0.0,0,3,5,0,24,5,4,21,114,1,0,1
358,0,162,2,15.0,1019.0,82.0,5.0,0,4,5,0,8,3,4,11,98,0,0,1
359,0,0,0,9.0,1017.0,87.0,0.0,0,3,5,0,11,1,5,0,131,0,0,1
360,0,0,2,19.0,1019.0,58.0,0.0,0,0,5,0,18,6,7,9,199,1,0,1
361,0,51,0,18.0,1021.0,74.0,1.0,0,1,6,0,19,6,9,20,262,2,0,1
362,0,1448,2,18.0,1010.0,65.0,4.0,0,4,8,0,23,4,4,16,113,1,0,1
363,0,237,2,17.0,1022.0,93.0,1.0,0,1,7,0,20,2,10,11,293,2,0,1
364,0,0,0,14.0,1011.0,92.0,0.0,0,2,5,0,18,4,6,4,169,1,0,1
365,0,0,0,18.0,1021.0,93.0,1.0,1,0,5,0,17,6,10,23,290,2,0,1
366,2,1235,2,16.0,1017.0,48.0,4.0,0,3,4,0,19,4,3,14,78,0,0,1
367,2,1278,2,9.0,1008.0,92.0,0.0,0,4,10,0,29,3,4,8,119,1,0,1
368,0,1270,2,15.0,1012.0,71.0,1.0,0,3,9,0,18,4,6,14,169,1,0,1
369,0,285,2,23.0,1018.0,51.0,0.0,0,3,6,0,25,4,6,8,176,1,0,1
370,0,0,0,5.0,1020.0,56.0,2.0,0,0,5,0,15,0,11,3,319,2,0,1
371,2,1398,2,10.0,1022.0,81.0,0.0,0,0,2,0,13,0,12,8,347,3,0,1
372,0,173,2,16.0,1016.0,93.0,1.0,0,1,6,0,23,4,7,9,204,1,0,1
373,2,1895,0,9.0,1016.0,81.0,0.0,0,3,10,0,26,4,11,20,330,3,0,1
374,0,0,0,12.0,1027.0,93.0,0.0,0,0,0,0,27,2,1,7,27,3,0,1
375,0,1847,0,12.0,1025.0,78.0,0.0,0,3,10,0,4,5,12,17,338,3,0,1
376,0,1316,2,18.0,1021.0,50.0,2.0,0,3,10,0,29,0,3,18,88,1,0,1
377,0,0,2,12.0,1020.0,55.0,1.0,0,3,5,0,18,6,4,8,108,0,0,1
378,2,2233,2,14.0,1016.0,87.0,1.0,0,3,6,0,27,0,12,16,361,3,0,1
379,0,0,2,14.0,1020.0,85.0,1.0,0,0,5,0,12,0,7,8,193,1,0,1
380,0,0,1,13.0,1010.0,92.0,0.0,0,2,5,0,20,6,6,20,171,1,0,1
381,0,0,2,12.0,1016.0,92.0,2.0,0,1,0,0,31,6,1,9,31,3,0,1
382,2,9887,0,15.0,1021.0,67.0,1.0,0,4,26,1,8,0,11,18,312,2,0,1
383,0,2776,0,14.0,1022.0,66.0,2.0,0,3,5,0,19,4,11,21,323,2,0,1
384,2,1328,2,15.0,1016.0,73.0,3.0,0,1,4,0,22,2,12,12,356,3,0,1
385,0,0,0,12.0,1014.0,94.0,2.0,0,0,5,0,1,0,11,3,305,2,1,1
386,0,0,0,10.0,1013.0,47.0,2.0,0,0,0,0,19,4,3,0,78,0,0,1
387,2,612,0,16.0,1008.0,90.0,1.0,0,2,5,0,30,5,10,21,303,3,0,1
388,0,0,0,12.0,1010.0,93.0,1.0,1,0,0,0,26,6,12,4,360,3,0,1
389,0,126,2,11.0,1010.0,91.0,1.0,1,2,0,0,21,3,1,10,21,3,0,1
390,0,0,2,26.0,1020.0,38.0,2.0,0,2,5,0,24,3,6,13,175,1,0,1
391,0,0,0,13.0,1017.0,63.0,0.0,0,3,5,0,6,1,4,0,96,0,0,1
392,0,119,2,17.0,1022.0,52.0,3.0,0,3,6,0,29,0,3,12,88,1,0,1
393,0,0,0,12.0,1009.0,92.0,1.0,0,2,5,0,20,6,6,4,171,1,0,1
394,2,442,2,14.0,1013.0,70.0,2.0,0,4,6,0,21,0,6,10,172,1,0,1
395,0,0,0,13.0,1026.0,66.0,1.0,0,0,5,0,30,3,9,4,273,3,0,1
396,0,0,0,15.0,1017.0,87.0,1.0,0,2,5,0,21,0,6,21,172,1,0,1
397,0,192,2,19.0,1019.0,55.0,4.0,0,3,6,0,3,0,5,13,123,0,0,1
398,0,0,2,15.0,1017.0,82.0,3.0,0,0,0,0,7,6,3,16,66,0,0,1
399,0,0,0,18.0,1027.0,72.0,1.0,0,0,5,0,29,2,9,21,272,3,0,1
400,0,0,0,20.0,1020.0,74.0,1.0,0,0,5,0,7,3,10,21,280,2,0,1
401,0,0,1,10.0,1019.0,86.0,1.0,1,3,5,0,13,1,4,7,103,0,0,1
402,0,0,0,10.0,1019.0,93.0,1.0,0,0,5,0,12,4,11,1,316,2,0,1
403,0,0,2,20.0,1022.0,35.0,3.0,0,0,5,0,13,1,7,13,194,1,0,1
404,0,0,0,18.0,1018.0,92.0,1.0,0,0,5,0,16,3,9,1,259,2,0,1
405,0,0,2,13.0,1011.0,89.0,3.0,0,3,5,0,10,5,4,13,100,0,0,1
406,0,0,2,19.0,1011.0,74.0,0.0,0,2,5,0,16,2,6,6,167,1,0,1
407,0,578,2,14.0,1022.0,63.0,3.0,0,4,6,0,11,1,5,13,131,0,0,1
408,0,0,0,19.0,1015.0,71.0,1.0,0,0,5,0,12,6,9,0,255,2,0,1
409,0,0,0,11.0,1023.0,98.0,1.0,0,0,2,0,29,0,11,0,333,3,0,1
410,0,0,0,18.0,1015.0,67.0,1.0,0,0,5,0,11,6,7,1,192,1,0,1
411,0,0,0,8.0,1012.0,81.0,2.0,0,0,5,0,22,0,11,5,326,3,0,1
412,0,0,0,11.0,1009.0,91.0,1.0,0,3,5,0,21,2,4,23,111,1,0,1
413,0,0,0,15.0,1018.0,93.0,0.0,0,0,5,0,17,4,9,6,260,2,0,1
414,0,172,0,13.0,1017.0,91.0,0.0,0,0,3,0,27,0,12,19,361,3,0,1
415,0,0,0,15.0,1012.0,74.0,2.0,0,3,5,0,15,3,4,0,105,0,0,1
416,0,0,0,16.0,1021.0,68.0,2.0,0,0,5,0,7,3,10,7,280,2,0,1
417,0,0,2,13.0,1021.0,70.0,2.0,0,0,5,0,20,5,11,9,324,2,0,1
418,0,644,2,11.0,1012.0,76.0,4.0,0,4,5,0,30,4,4,10,120,1,0,1
419,0,0,0,15.0,1019.0,32.0,2.0,0,0,5,0,14,3,10,2,287,2,0,1
420,0,0,0,16.0,1015.0,92.0,0.0,0,0,5,0,20,1,7,6,201,1,0,1
421,0,0,2,12.0,1027.0,67.0,4.0,0,2,5,0,24,2,3,11,83,1,0,1
422,0,208,0,10.0,1018.0,92.0,2.0,0,2,0,0,31,6,1,0,31,3,0,1
423,0,0,2,16.0,1011.0,93.0,2.0,0,0,3,0,31,6,10,13,304,3,0,1
424,0,0,0,14.0,1022.0,93.0,0.0,0,0,5,0,28,1,9,4,271,3,0,1
425,0,158,2,19.0,1022.0,80.0,2.0,0,1,6,0,5,1,10,17,278,2,1,1
426,0,0,0,6.0,1027.0,87.0,1.0,0,0,0,0,18,0,1,3,18,3,0,1
427,0,0,2,20.0,1022.0,74.0,2.0,0,0,5,0,26,6,9,14,269,3,0,1
428,2,2048,2,22.0,1020.0,68.0,0.0,0,4,12,0,14,0,6,8,165,1,0,1
429,0,0,0,21.0,1017.0,58.0,2.0,0,0,5,0,14,2,7,23,195,1,0,1
430,0,0,2,19.0,1014.0,65.0,2.0,0,3,5,0,2,2,6,11,153,1,0,1
431,0,0,0,6.0,1023.0,87.0,0.0,0,2,5,0,25,3,3,4,84,1,0,1
432,0,0,0,10.0,1023.0,66.0,2.0,0,2,5,0,28,6,3,7,87,1,0,1
433,0,0,0,11.0,1024.0,58.0,2.0,0,0,5,0,16,3,12,5,350,3,0,1
434,0,0,0,13.0,1014.0,93.0,0.0,0,0,0,0,23,3,12,7,357,3,0,1
435,0,0,2,16.0,1014.0,76.0,0.0,0,3,5,0,20,1,4,15,110,0,0,1
436,0,0,0,14.0,1009.0,94.0,2.0,0,0,0,0,27,0,12,1,361,3,0,1
437,2,248,0,13.0,1021.0,66.0,2.0,0,1,7,0,15,0,11,19,319,2,0,1
438,0,0,0,9.0,1023.0,88.0,0.0,0,2,5,0,25,3,3,22,84,1,0,1
439,0,0,0,10.0,1018.0,89.0,1.0,0,3,5,0,5,2,5,4,125,0,0,1
440,0,876,2,14.0,1012.0,92.0,1.0,1,3,10,0,21,0,6,8,172,1,0,1
441,0,764,2,22.0,1014.0,34.0,2.0,0,4,5,0,11,4,6,10,162,1,0,1
442,0,0,2,25.0,1023.0,47.0,2.0,0,0,5,0,30,3,9,16,273,3,0,1
443,0,0,0,8.0,1025.0,78.0,2.0,0,2,5,0,27,5,3,0,86,1,0,1
444,0,0,0,13.0,1019.0,62.0,1.0,0,0,5,0,8,4,10,7,281,2,0,1
445,0,0,0,10.0,1020.0,73.0,1.0,0,0,5,0,12,4,11,22,316,2,0,1
446,0,0,2,6.0,1031.0,81.0,3.0,0,2,0,0,17,6,1,9,17,3,0,1
447,0,0,0,14.0,1007.0,89.0,0.0,0,3,5,0,27,1,4,23,117,1,0,1
448,0,833,2,19.0,1015.0,82.0,3.0,0,4,9,0,6,1,4,14,96,0,0,1
449,0,0,0,14.0,1016.0,95.0,1.0,0,0,5,0,24,5,7,4,205,1,0,1
450,0,0,0,10.0,1024.0,78.0,1.0,0,0,0,0,14,1,12,6,348,3,0,1
451,2,1917,2,26.0,1014.0,59.0,0.0,0,3,12,0,27,1,7,18,208,1,0,1
452,0,189,2,18.0,1007.0,68.0,3.0,0,3,6,0,26,0,4,13,116,1,0,1
453,0,0,2,14.0,1021.0,67.0,5.0,0,3,5,0,11,1,5,14,131,0,0,1
454,0,0,0,11.0,1023.0,96.0,1.0,0,0,2,0,29,0,11,2,333,3,0,1
455,0,0,1,15.0,1010.0,85.0,0.0,0,3,5,0,24,5,4,20,114,1,0,1
456,0,0,0,18.0,1015.0,84.0,0.0,0,0,5,0,27,1,7,23,208,1,0,1
457,0,0,0,12.0,1022.0,86.0,1.0,0,0,5,0,21,3,10,22,294,3,0,1
458,2,1895,2,21.0,1016.0,72.0,0.0,0,3,12,2,23,4,7,17,204,1,0,1
459,0,0,0,12.0,1013.0,67.0,1.0,0,0,0,0,15,0,3,22,74,0,0,1
460,0,125,2,16.0,1013.0,90.0,3.0,0,4,5,1,1,1,6,15,152,1,0,1
461,0,0,2,18.0,1023.0,93.0,0.0,0,0,5,0,27,0,9,15,270,3,0,1
462,0,0,0,5.0,1021.0,85.0,0.0,0,0,2,0,28,6,11,0,332,3,0,1
463,0,0,2,17.0,1018.0,64.0,1.0,0,3,5,0,10,3,6,6,161,1,1,1
464,0,264,0,19.0,1026.0,69.0,0.0,0,1,5,0,29,2,9,20,272,3,0,1
465,0,162,0,14.0,1011.0,83.0,0.0,1,1,6,0,28,3,10,20,301,3,0,1
466,0,0,0,12.0,1011.0,97.0,0.0,0,3,5,0,11,6,4,4,101,0,0,1
467,0,0,0,8.0,1020.0,64.0,2.0,0,0,0,0,9,1,3,2,68,0,0,1
468,0,0,2,19.0,1024.0,42.0,2.0,0,0,0,0,17,2,3,13,76,0,0,1
469,0,188,2,24.0,1018.0,53.0,2.0,0,3,6,0,1,3,7,13,182,1,0,1
470,0,0,1,12.0,1014.0,94.0,2.0,0,0,0,0,27,0,12,8,361,3,0,1
471,0,229,2,14.583,1016.0,32.0,0.0,0,1,7,0,15,3,7,19,196,1,0,1
472,0,56,0,16.0,1017.0,90.0,1.0,0,1,6,0,17,4,9,21,260,2,0,1
473,0,0,2,12.0,1023.0,78.0,1.0,0,3,5,0,4,4,6,7,155,1,0,1
474,2,1524,0,9.0,1011.0,69.0,2.0,0,3,6,0,22,0,11,17,326,3,0,1
475,0,305,2,18.0,1014.0,90.0,0.0,0,1,6,0,15,2,9,9,258,2,0,1
476,0,0,0,16.0,1023.0,80.0,0.0,0,0,5,0,30,3,9,23,273,3,0,1
477,2,4696,2,23.0,1013.0,64.0,3.0,0,4,19,0,11,4,6,18,162,1,0,1
478,0,0,2,20.0,1019.0,48.0,5.0,0,0,5,0,4,6,7,13,185,1,0,1
479,0,179,2,12.0,1012.0,92.0,4.0,1,1,0,0,2,1,2,16,33,3,0,1
480,0,0,0,15.0,1022.0,56.0,0.0,0,2,5,0,29,0,3,22,88,1,0,1
481,0,0,0,17.0,1012.0,90.0,0.0,0,0,5,0,15,2,9,3,258,2,0,1
482,0,0,0,18.0,1018.0,90.0,1.0,0,3,5,0,14,0,6,3,165,1,0,1
483,0,180,2,21.0,1022.0,30.0,0.0,0,1,6,0,8,3,7,12,189,1,0,1
484,0,0,0,8.0,1027.0,90.0,0.0,0,1,3,0,30,1,11,23,334,3,0,1
485,0,0,0,8.0,1014.0,87.0,1.0,0,0,5,0,22,0,11,1,326,3,0,1
486,0,0,0,9.0,1027.0,90.0,1.0,0,1,5,0,4,5,12,21,338,3,0,1
487,2,2274,2,19.0,1021.0,68.0,1.0,0,4,10,1,19,1,10,8,292,2,0,1
488,2,7267,2,18.0,1019.0,77.0,8.0,0,4,18,0,4,1,5,18,124,0,0,1
489,0,0,2,23.0,1021.0,73.0,1.0,0,0,5,0,18,0,10,16,291,2,0,1
490,0,236,0,11.0,1023.0,82.0,1.0,0,3,5,0,25,3,3,20,84,1,0,1
491,2,1427,2,15.0,1012.0,92.0,1.0,1,4,8,0,18,4,6,9,169,1,0,1
492,0,156,2,18.0,1021.0,59.0,2.0,0,3,5,0,23,2,6,9,174,1,0,1
493,0,0,0,16.0,1021.0,79.0,1.0,1,3,5,0,7,0,6,0,158,1,0,1
494,0,0,2,11.0,1013.0,92.0,1.0,0,3,5,0,11,6,4,8,101,0,0,1
495,0,0,0,14.0,1023.0,94.0,1.0,0,0,2,0,29,2,12,6,363,3,0,1
496,0,0,2,7.0,1018.0,94.0,5.0,0,2,8,0,8,2,12,9,342,3,1,1
497,0,0,0,10.0,1025.0,53.0,2.0,0,0,5,0,16,3,12,0,350,3,0,1
498,0,0,0,9.0,1020.0,52.0,4.0,0,0,0,0,19,4,3,3,78,0,0,1
499,0,0,0,16.0,1017.0,93.0,0.0,0,0,5,0,19,0,7,4,200,1,0,1
500,0,0,2,11.0,1003.0,91.0,1.0,2,1,0,0,20,2,1,11,20,3,0,1
501,0,0,0,13.0,1026.0,93.0,1.0,0,0,0,0,26,1,1,22,26,3,0,1
502,0,0,0,10.0,1027.0,89.0,2.0,0,1,4,0,5,6,12,19,339,3,0,1
503,0,0,0,11.0,1025.0,91.0,1.0,0,0,0,0,10,2,3,22,69,0,0,1
504,0,1848,2,13.0,1010.0,88.0,0.0,0,4,8,0,10,0,5,17,130,0,0,1
505,0,216,2,16.0,1024.0,77.0,3.0,0,3,6,0,23,1,3,12,82,1,0,1
506,0,278,2,27.0,1017.0,53.0,0.0,0,4,5,0,12,5,6,11,163,1,0,1
507,0,0,0,15.0,1019.0,73.0,1.0,0,0,5,0,13,5,11,19,317,2,0,1
508,0,368,0,18.0,1022.0,88.0,0.0,0,1,7,0,1,4,10,21,274,2,0,1
509,0,0,0,18.0,1021.0,93.0,0.0,0,0,5,0,18,0,10,1,291,2,0,1
510,0,775,2,22.0,1022.0,60.0,0.0,0,1,7,0,1,4,10,15,274,2,0,1
511,0,0,0,8.0,1015.0,88.0,0.0,0,0,5,0,3,2,11,21,307,2,0,1
512,0,0,2,13.0,1025.0,72.0,1.0,0,0,0,0,2,1,3,12,61,0,0,1
513,0,0,2,21.0,1016.0,78.0,0.0,0,0,5,0,15,2,9,12,258,2,0,1
514,2,1274,2,10.0,1022.0,67.0,2.0,0,3,5,0,2,3,12,16,336,3,0,1
515,0,0,0,10.0,1028.0,77.0,0.0,0,2,5,0,24,2,3,21,83,1,0,1
516,0,0,0,11.0,1021.0,68.0,0.0,0,0,5,0,17,2,11,3,321,2,0,1
517,0,0,1,17.0,1009.0,87.0,1.0,0,0,5,0,14,1,9,7,257,2,0,1
518,0,651,2,19.0,1024.0,51.0,0.0,0,4,4,0,3,2,3,14,62,0,0,1
519,2,696,0,17.0,1021.0,91.0,1.0,0,2,8,0,20,2,10,19,293,2,0,1
520,0,0,2,19.0,1023.0,39.0,2.0,0,2,5,0,27,5,3,15,86,1,0,1
521,0,0,2,20.0,1019.0,57.0,4.0,0,0,5,0,18,5,9,18,261,2,0,1
522,0,0,0,9.0,1024.0,61.0,2.0,0,0,2,0,15,2,12,4,349,3,0,1
523,0,841,2,10.0,1010.0,72.0,1.0,0,1,0,0,25,3,11,13,329,3,0,1
524,0,0,0,10.0,1013.0,92.0,1.0,0,0,0,0,24,6,1,2,24,3,0,1
525,0,110,0,14.0,1024.0,86.0,1.0,0,1,5,0,6,2,10,7,279,2,0,1
526,0,0,0,7.0,1019.0,62.0,0.0,0,0,0,0,20,5,3,6,79,0,0,1
527,1,2036,2,10.0,1025.0,72.0,0.0,0,3,5,1,14,1,12,9,348,3,0,1
528,0,0,0,11.0,1019.0,79.0,2.0,0,0,5,0,19,6,12,22,353,3,0,1
529,0,0,2,23.0,1018.0,43.0,2.0,0,0,5,0,12,1,10,13,285,2,0,1
530,0,0,0,12.0,1011.0,91.0,0.0,0,3,5,0,11,6,4,2,101,0,0,1
531,0,291,2,10.0,1018.0,87.0,1.0,0,4,7,0,8,3,4,8,98,0,0,1
532,0,0,2,16.0,1019.0,91.0,1.0,0,0,5,0,9,5,10,8,282,2,0,1
533,0,0,2,16.0,1018.0,72.0,1.0,0,0,5,0,11,3,11,15,315,2,0,1
534,0,24,2,15.0,1024.0,44.0,1.0,0,0,2,0,15,2,12,11,349,3,0,1
535,0,0,1,15.0,1017.0,71.0,1.0,0,2,5,0,30,2,6,20,181,1,0,1
536,0,0,0,17.0,1015.0,92.0,3.0,0,0,5,0,5,0,7,21,186,1,0,1
537,0,113,2,18.0,1014.0,80.0,3.0,0,3,6,0,21,0,6,13,172,1,0,1
538,0,0,2,21.0,1016.0,70.0,4.0,0,0,5,0,24,5,7,19,205,1,0,1
539,0,0,0,6.0,1028.0,87.0,0.0,0,1,0,0,17,6,1,21,17,3,0,1
540,0,0,0,9.0,1017.0,91.0,3.0,0,0,0,0,23,5,1,1,23,3,0,1
541,0,0,0,17.0,1018.0,43.0,2.0,0,0,5,0,12,1,10,5,285,2,0,1
542,0,0,2,19.0,1019.0,74.0,0.0,0,0,5,0,3,5,7,19,184,1,0,1
543,0,0,0,10.0,1024.0,94.0,0.0,0,0,2,0,9,3,12,7,343,3,0,1
544,0,0,0,8.0,1023.0,89.0,0.0,0,2,5,0,26,4,3,1,85,1,0,1
545,0,0,0,17.0,1019.0,58.0,3.0,0,0,5,0,11,0,10,7,284,2,0,1
546,0,0,0,9.0,1020.0,59.0,8.0,0,3,5,0,12,0,4,6,102,0,0,1
547,0,0,2,23.0,1021.0,59.0,0.0,0,3,5,0,6,6,6,14,157,1,0,1
548,0,1565,2,18.0,1005.0,69.0,2.0,0,4,7,0,26,0,4,19,116,1,0,1
549,0,129,2,11.0,1026.0,92.0,2.0,0,1,0,0,11,3,3,10,70,0,0,1
550,2,2168,2,14.0,1024.0,45.0,2.0,0,3,13,0,17,4,12,14,351,3,0,1
551,0,0,0,13.0,1017.0,88.0,0.0,0,2,5,0,30,2,6,2,181,1,0,1
552,0,0,0,12.0,1016.0,92.0,0.0,0,2,5,0,3,5,4,2,93,0,0,1
553,2,12058,0,18.0,1019.0,67.0,1.0,0,4,30,1,15,4,10,18,288,2,0,1
554,0,0,0,6.0,1028.0,89.0,1.0,0,0,0,0,14,6,3,4,73,0,0,1
555,0,56,2,22.0,1016.0,64.0,4.0,0,1,5,0,24,5,7,16,205,1,0,1
556,0,1241,2,9.0,1019.0,88.0,0.0,0,4,15,2,8,2,12,15,342,3,1,1
557,0,374,2,14.583,1017.0,33.0,0.0,0,1,5,0,16,4,7,11,197,1,0,1
558,2,15012,1,19.0,1019.0,60.0,1.0,0,4,25,2,27,2,10,18,300,3,0,1
559,0,0,1,19.0,1012.0,63.0,6.0,0,3,5,0,14,2,4,20,104,0,0,1
560,0,27,0,10.0,1016.0,91.0,1.0,0,2,0,0,30,5,1,17,30,3,0,1
561,0,0,2,13.0,1014.0,76.0,1.0,0,3,5,0,11,6,4,10,101,0,0,1
